oni,season,year,rossby_amplitude,nao_shift,t_anom_nao,t_anom_direct,t_anom_strat,t_anom_total,background_c,t_anom_plus_bg,p_anom_mm,month
-1.53,DJF,1950,-0.9006,0.3602,-0.216,-0.077,-0.065,-0.357,-0.75,-1.107,-3.0,1
-1.34,DJF,1950,-0.7887,0.3155,-0.189,-0.067,-0.057,-0.313,-0.75,-1.063,-2.7,2
-1.16,MAM,1950,-0.3755,0.1502,-0.09,-0.058,-0.005,-0.153,-0.75,-0.903,-5.1,3
-1.18,MAM,1950,-0.382,0.1528,-0.092,-0.059,-0.005,-0.155,-0.75,-0.905,-5.2,4
-1.07,MAM,1950,-0.3464,0.1386,-0.083,-0.054,-0.004,-0.141,-0.75,-0.891,-4.7,5
-0.85,JJA,1950,-0.1251,0.05,-0.03,-0.043,-0.002,-0.074,-0.75,-0.824,2.5,6
-0.54,JJA,1950,-0.0795,0.0318,-0.019,-0.027,-0.001,-0.047,-0.75,-0.797,1.6,7
-0.42,JJA,1950,-0.0618,0.0247,-0.015,-0.021,-0.001,-0.037,-0.75,-0.787,1.3,8
-0.39,SON,1950,-0.1033,0.0413,-0.025,-0.02,-0.001,-0.046,-0.75,-0.796,-0.5,9
-0.44,SON,1950,-0.1165,0.0466,-0.028,-0.022,-0.001,-0.051,-0.75,-0.801,-0.6,10
-0.6,SON,1950,-0.1589,0.0636,-0.038,-0.03,-0.002,-0.07,-0.75,-0.82,-0.8,11
-0.8,DJF,1950,-0.4709,0.1884,-0.113,-0.04,-0.034,-0.187,-0.75,-0.937,-1.6,12
-0.82,DJF,1951,-0.4827,0.1931,-0.116,-0.041,-0.035,-0.192,-0.72,-0.912,-1.6,1
-0.54,DJF,1951,-0.3178,0.1271,-0.076,-0.027,-0.023,-0.126,-0.72,-0.846,-1.1,2
-0.17,MAM,1951,-0.055,0.022,-0.013,-0.009,-0.001,-0.022,-0.72,-0.742,-0.7,3
0.18,MAM,1951,0.0583,-0.0233,0.014,0.009,0.001,0.024,-0.72,-0.696,0.8,4
0.36,MAM,1951,0.1165,-0.0466,0.028,0.018,0.001,0.047,-0.72,-0.673,1.6,5
0.58,JJA,1951,0.0853,-0.0341,0.02,0.029,0.001,0.051,-0.72,-0.669,-1.7,6
0.7,JJA,1951,0.103,-0.0412,0.025,0.035,0.001,0.061,-0.72,-0.659,-2.1,7
0.89,JJA,1951,0.131,-0.0524,0.031,0.045,0.002,0.078,-0.72,-0.642,-2.7,8
0.99,SON,1951,0.2622,-0.1049,0.063,0.05,0.003,0.116,-0.72,-0.604,1.3,9
1.15,SON,1951,0.3046,-0.1218,0.073,0.057,0.004,0.134,-0.72,-0.586,1.6,10
1.04,SON,1951,0.2755,-0.1102,0.066,0.052,0.003,0.121,-0.72,-0.599,1.4,11
0.81,DJF,1951,0.4768,-0.1907,0.114,0.041,0.034,0.189,-0.72,-0.531,1.6,12
0.53,DJF,1952,0.312,-0.1248,0.075,0.027,0.022,0.124,-0.69,-0.566,1.1,1
0.37,DJF,1952,0.2178,-0.0871,0.052,0.018,0.016,0.086,-0.69,-0.604,0.7,2
0.34,MAM,1952,0.1101,-0.044,0.026,0.017,0.001,0.045,-0.69,-0.645,1.5,3
0.29,MAM,1952,0.0939,-0.0376,0.023,0.014,0.001,0.038,-0.69,-0.652,1.3,4
0.2,MAM,1952,0.0647,-0.0259,0.016,0.01,0.001,0.026,-0.69,-0.664,0.9,5
0.0,JJA,1952,0.0,-0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.0,6
-0.08,JJA,1952,-0.0118,0.0047,-0.003,-0.004,-0.0,-0.007,-0.69,-0.697,0.2,7
0.0,JJA,1952,0.0,-0.0,0.0,0.0,0.0,0.0,-0.69,-0.69,-0.0,8
0.15,SON,1952,0.0397,-0.0159,0.01,0.007,0.0,0.018,-0.69,-0.672,0.2,9
0.1,SON,1952,0.0265,-0.0106,0.006,0.005,0.0,0.012,-0.69,-0.678,0.1,10
0.04,SON,1952,0.0106,-0.0042,0.003,0.002,0.0,0.005,-0.69,-0.685,0.1,11
0.15,DJF,1952,0.0883,-0.0353,0.021,0.007,0.006,0.035,-0.69,-0.655,0.3,12
0.4,DJF,1953,0.2354,-0.0942,0.057,0.02,0.017,0.093,-0.66,-0.567,0.8,1
0.6,DJF,1953,0.3532,-0.1413,0.085,0.03,0.025,0.14,-0.66,-0.52,1.2,2
0.63,MAM,1953,0.204,-0.0816,0.049,0.032,0.002,0.083,-0.66,-0.577,2.8,3
0.66,MAM,1953,0.2137,-0.0855,0.051,0.033,0.003,0.087,-0.66,-0.573,2.9,4
0.75,MAM,1953,0.2428,-0.0971,0.058,0.038,0.003,0.099,-0.66,-0.561,3.3,5
0.77,JJA,1953,0.1133,-0.0453,0.027,0.039,0.001,0.067,-0.66,-0.593,-2.3,6
0.75,JJA,1953,0.1104,-0.0441,0.026,0.038,0.001,0.065,-0.66,-0.595,-2.2,7
0.73,JJA,1953,0.1074,-0.043,0.026,0.036,0.001,0.064,-0.66,-0.596,-2.2,8
0.78,SON,1953,0.2066,-0.0826,0.05,0.039,0.002,0.091,-0.66,-0.569,1.1,9
0.84,SON,1953,0.2225,-0.089,0.053,0.042,0.003,0.098,-0.66,-0.562,1.1,10
0.84,SON,1953,0.2225,-0.089,0.053,0.042,0.003,0.098,-0.66,-0.562,1.1,11
0.81,DJF,1953,0.4768,-0.1907,0.114,0.041,0.034,0.189,-0.66,-0.471,1.6,12
0.76,DJF,1954,0.4473,-0.1789,0.107,0.038,0.032,0.178,-0.63,-0.452,1.5,1
0.47,DJF,1954,0.2766,-0.1107,0.066,0.024,0.02,0.11,-0.63,-0.52,0.9,2
-0.05,MAM,1954,-0.0162,0.0065,-0.004,-0.003,-0.0,-0.007,-0.63,-0.637,-0.2,3
-0.41,MAM,1954,-0.1327,0.0531,-0.032,-0.021,-0.002,-0.054,-0.63,-0.684,-1.8,4
-0.54,MAM,1954,-0.1748,0.0699,-0.042,-0.027,-0.002,-0.071,-0.63,-0.701,-2.4,5
-0.5,JJA,1954,-0.0736,0.0294,-0.018,-0.025,-0.001,-0.044,-0.63,-0.674,1.5,6
-0.64,JJA,1954,-0.0942,0.0377,-0.023,-0.032,-0.001,-0.056,-0.63,-0.686,1.9,7
-0.84,JJA,1954,-0.1236,0.0494,-0.03,-0.042,-0.001,-0.073,-0.63,-0.703,2.5,8
-0.9,SON,1954,-0.2384,0.0954,-0.057,-0.045,-0.003,-0.105,-0.63,-0.735,-1.2,9
-0.77,SON,1954,-0.204,0.0816,-0.049,-0.039,-0.002,-0.09,-0.63,-0.72,-1.0,10
-0.73,SON,1954,-0.1934,0.0773,-0.046,-0.036,-0.002,-0.085,-0.63,-0.715,-1.0,11
-0.66,DJF,1954,-0.3885,0.1554,-0.093,-0.033,-0.028,-0.154,-0.63,-0.784,-1.3,12
-0.68,DJF,1955,-0.4003,0.1601,-0.096,-0.034,-0.029,-0.159,-0.6,-0.759,-1.4,1
-0.62,DJF,1955,-0.3649,0.146,-0.088,-0.031,-0.026,-0.145,-0.6,-0.745,-1.2,2
-0.69,MAM,1955,-0.2234,0.0894,-0.054,-0.034,-0.003,-0.091,-0.6,-0.691,-3.0,3
-0.8,MAM,1955,-0.259,0.1036,-0.062,-0.04,-0.003,-0.105,-0.6,-0.705,-3.5,4
-0.79,MAM,1955,-0.2557,0.1023,-0.061,-0.04,-0.003,-0.104,-0.6,-0.704,-3.5,5
-0.72,JJA,1955,-0.1059,0.0424,-0.025,-0.036,-0.001,-0.063,-0.6,-0.663,2.2,6
-0.68,JJA,1955,-0.1001,0.04,-0.024,-0.034,-0.001,-0.059,-0.6,-0.659,2.0,7
-0.75,JJA,1955,-0.1104,0.0441,-0.026,-0.038,-0.001,-0.065,-0.6,-0.665,2.2,8
-1.09,SON,1955,-0.2887,0.1155,-0.069,-0.055,-0.003,-0.127,-0.6,-0.727,-1.5,9
-1.42,SON,1955,-0.3761,0.1504,-0.09,-0.071,-0.005,-0.166,-0.6,-0.766,-1.9,10
-1.67,SON,1955,-0.4423,0.1769,-0.106,-0.084,-0.005,-0.195,-0.6,-0.795,-2.3,11
-1.47,DJF,1955,-0.8652,0.3461,-0.208,-0.073,-0.062,-0.343,-0.6,-0.943,-2.9,12
-1.11,DJF,1956,-0.6534,0.2613,-0.157,-0.056,-0.047,-0.259,-0.57,-0.829,-2.2,1
-0.76,DJF,1956,-0.4473,0.1789,-0.107,-0.038,-0.032,-0.178,-0.57,-0.748,-1.5,2
-0.63,MAM,1956,-0.204,0.0816,-0.049,-0.032,-0.002,-0.083,-0.57,-0.653,-2.8,3
-0.54,MAM,1956,-0.1748,0.0699,-0.042,-0.027,-0.002,-0.071,-0.57,-0.641,-2.4,4
-0.52,MAM,1956,-0.1683,0.0673,-0.04,-0.026,-0.002,-0.068,-0.57,-0.638,-2.3,5
-0.51,JJA,1956,-0.075,0.03,-0.018,-0.026,-0.001,-0.044,-0.57,-0.614,1.5,6
-0.57,JJA,1956,-0.0839,0.0336,-0.02,-0.028,-0.001,-0.05,-0.57,-0.62,1.7,7
-0.55,JJA,1956,-0.0809,0.0324,-0.019,-0.028,-0.001,-0.048,-0.57,-0.618,1.7,8
-0.46,SON,1956,-0.1218,0.0487,-0.029,-0.023,-0.001,-0.054,-0.57,-0.624,-0.6,9
-0.42,SON,1956,-0.1112,0.0445,-0.027,-0.021,-0.001,-0.049,-0.57,-0.619,-0.6,10
-0.43,SON,1956,-0.1139,0.0456,-0.027,-0.022,-0.001,-0.05,-0.57,-0.62,-0.6,11
-0.43,DJF,1956,-0.2531,0.1012,-0.061,-0.022,-0.018,-0.1,-0.57,-0.67,-0.9,12
-0.25,DJF,1957,-0.1472,0.0589,-0.035,-0.013,-0.011,-0.058,-0.54,-0.598,-0.5,1
0.06,DJF,1957,0.0353,-0.0141,0.008,0.003,0.003,0.014,-0.54,-0.526,0.1,2
0.41,MAM,1957,0.1327,-0.0531,0.032,0.021,0.002,0.054,-0.54,-0.486,1.8,3
0.72,MAM,1957,0.2331,-0.0932,0.056,0.036,0.003,0.095,-0.54,-0.445,3.2,4
0.92,MAM,1957,0.2978,-0.1191,0.071,0.046,0.004,0.121,-0.54,-0.419,4.0,5
1.11,JJA,1957,0.1633,-0.0653,0.039,0.056,0.002,0.097,-0.54,-0.443,-3.3,6
1.25,JJA,1957,0.1839,-0.0736,0.044,0.062,0.002,0.109,-0.54,-0.431,-3.8,7
1.32,JJA,1957,0.1942,-0.0777,0.047,0.066,0.002,0.115,-0.54,-0.425,-4.0,8
1.33,SON,1957,0.3523,-0.1409,0.085,0.067,0.004,0.155,-0.54,-0.385,1.8,9
1.39,SON,1957,0.3682,-0.1473,0.088,0.069,0.004,0.162,-0.54,-0.378,1.9,10
1.53,SON,1957,0.4053,-0.1621,0.097,0.077,0.005,0.179,-0.54,-0.361,2.1,11
1.74,DJF,1957,1.0242,-0.4097,0.246,0.087,0.074,0.407,-0.54,-0.133,3.5,12
1.81,DJF,1958,1.0654,-0.4261,0.256,0.091,0.077,0.423,-0.51,-0.087,3.6,1
1.66,DJF,1958,0.9771,-0.3908,0.235,0.083,0.07,0.388,-0.51,-0.122,3.3,2
1.27,MAM,1958,0.4111,-0.1645,0.099,0.064,0.005,0.167,-0.51,-0.343,5.6,3
0.93,MAM,1958,0.3011,-0.1204,0.072,0.047,0.004,0.122,-0.51,-0.388,4.1,4
0.74,MAM,1958,0.2396,-0.0958,0.057,0.037,0.003,0.097,-0.51,-0.413,3.3,5
0.64,JJA,1958,0.0942,-0.0377,0.023,0.032,0.001,0.056,-0.51,-0.454,-1.9,6
0.57,JJA,1958,0.0839,-0.0336,0.02,0.028,0.001,0.05,-0.51,-0.46,-1.7,7
0.43,JJA,1958,0.0633,-0.0253,0.015,0.022,0.001,0.037,-0.51,-0.473,-1.3,8
0.39,SON,1958,0.1033,-0.0413,0.025,0.02,0.001,0.046,-0.51,-0.464,0.5,9
0.44,SON,1958,0.1165,-0.0466,0.028,0.022,0.001,0.051,-0.51,-0.459,0.6,10
0.5,SON,1958,0.1324,-0.053,0.032,0.025,0.002,0.058,-0.51,-0.452,0.7,11
0.61,DJF,1958,0.359,-0.1436,0.086,0.03,0.026,0.143,-0.51,-0.367,1.2,12
0.61,DJF,1959,0.359,-0.1436,0.086,0.03,0.026,0.143,-0.48,-0.337,1.2,1
0.62,DJF,1959,0.3649,-0.146,0.088,0.031,0.026,0.145,-0.48,-0.335,1.2,2
0.52,MAM,1959,0.1683,-0.0673,0.04,0.026,0.002,0.068,-0.48,-0.412,2.3,3
0.33,MAM,1959,0.1068,-0.0427,0.026,0.017,0.001,0.043,-0.48,-0.437,1.5,4
0.2,MAM,1959,0.0647,-0.0259,0.016,0.01,0.001,0.026,-0.48,-0.454,0.9,5
-0.07,JJA,1959,-0.0103,0.0041,-0.002,-0.004,-0.0,-0.006,-0.48,-0.486,0.2,6
-0.18,JJA,1959,-0.0265,0.0106,-0.006,-0.009,-0.0,-0.016,-0.48,-0.496,0.5,7
-0.28,JJA,1959,-0.0412,0.0165,-0.01,-0.014,-0.0,-0.024,-0.48,-0.504,0.8,8
-0.09,SON,1959,-0.0238,0.0095,-0.006,-0.004,-0.0,-0.011,-0.48,-0.491,-0.1,9
-0.03,SON,1959,-0.0079,0.0032,-0.002,-0.002,-0.0,-0.004,-0.48,-0.484,-0.0,10
0.05,SON,1959,0.0132,-0.0053,0.003,0.003,0.0,0.006,-0.48,-0.474,0.1,11
-0.04,DJF,1959,-0.0235,0.0094,-0.006,-0.002,-0.002,-0.009,-0.48,-0.489,-0.1,12
-0.1,DJF,1960,-0.0589,0.0235,-0.014,-0.005,-0.004,-0.023,-0.45,-0.473,-0.2,1
-0.1,DJF,1960,-0.0589,0.0235,-0.014,-0.005,-0.004,-0.023,-0.45,-0.473,-0.2,2
-0.07,MAM,1960,-0.0227,0.0091,-0.005,-0.004,-0.0,-0.009,-0.45,-0.459,-0.3,3
0.03,MAM,1960,0.0097,-0.0039,0.002,0.002,0.0,0.004,-0.45,-0.446,0.1,4
0.02,MAM,1960,0.0065,-0.0026,0.002,0.001,0.0,0.003,-0.45,-0.447,0.1,5
0.03,JJA,1960,0.0044,-0.0018,0.001,0.002,0.0,0.003,-0.45,-0.447,-0.1,6
0.13,JJA,1960,0.0191,-0.0077,0.005,0.007,0.0,0.011,-0.45,-0.439,-0.4,7
0.24,JJA,1960,0.0353,-0.0141,0.008,0.012,0.0,0.021,-0.45,-0.429,-0.7,8
0.27,SON,1960,0.0715,-0.0286,0.017,0.014,0.001,0.032,-0.45,-0.418,0.4,9
0.2,SON,1960,0.053,-0.0212,0.013,0.01,0.001,0.023,-0.45,-0.427,0.3,10
0.12,SON,1960,0.0318,-0.0127,0.008,0.006,0.0,0.014,-0.45,-0.436,0.2,11
0.05,DJF,1960,0.0294,-0.0118,0.007,0.003,0.002,0.012,-0.45,-0.438,0.1,12
0.04,DJF,1961,0.0235,-0.0094,0.006,0.002,0.002,0.009,-0.42,-0.411,0.1,1
0.03,DJF,1961,0.0177,-0.0071,0.004,0.002,0.001,0.007,-0.42,-0.413,0.1,2
0.04,MAM,1961,0.0129,-0.0052,0.003,0.002,0.0,0.005,-0.42,-0.415,0.2,3
0.09,MAM,1961,0.0291,-0.0117,0.007,0.004,0.0,0.012,-0.42,-0.408,0.4,4
0.23,MAM,1961,0.0745,-0.0298,0.018,0.012,0.001,0.03,-0.42,-0.39,1.0,5
0.27,JJA,1961,0.0397,-0.0159,0.01,0.014,0.0,0.024,-0.42,-0.396,-0.8,6
0.14,JJA,1961,0.0206,-0.0082,0.005,0.007,0.0,0.012,-0.42,-0.408,-0.4,7
-0.13,JJA,1961,-0.0191,0.0077,-0.005,-0.007,-0.0,-0.011,-0.42,-0.431,0.4,8
-0.3,SON,1961,-0.0795,0.0318,-0.019,-0.015,-0.001,-0.035,-0.42,-0.455,-0.4,9
-0.26,SON,1961,-0.0689,0.0275,-0.017,-0.013,-0.001,-0.03,-0.42,-0.45,-0.4,10
-0.19,SON,1961,-0.0503,0.0201,-0.012,-0.01,-0.001,-0.022,-0.42,-0.442,-0.3,11
-0.16,DJF,1961,-0.0942,0.0377,-0.023,-0.008,-0.007,-0.037,-0.42,-0.457,-0.3,12
-0.24,DJF,1962,-0.1413,0.0565,-0.034,-0.012,-0.01,-0.056,-0.39,-0.446,-0.5,1
-0.22,DJF,1962,-0.1295,0.0518,-0.031,-0.011,-0.009,-0.051,-0.39,-0.441,-0.4,2
-0.2,MAM,1962,-0.0647,0.0259,-0.016,-0.01,-0.001,-0.026,-0.39,-0.416,-0.9,3
-0.26,MAM,1962,-0.0842,0.0337,-0.02,-0.013,-0.001,-0.034,-0.39,-0.424,-1.1,4
-0.28,MAM,1962,-0.0906,0.0363,-0.022,-0.014,-0.001,-0.037,-0.39,-0.427,-1.2,5
-0.2,JJA,1962,-0.0294,0.0118,-0.007,-0.01,-0.0,-0.017,-0.39,-0.407,0.6,6
-0.04,JJA,1962,-0.0059,0.0024,-0.001,-0.002,-0.0,-0.003,-0.39,-0.393,0.1,7
-0.07,JJA,1962,-0.0103,0.0041,-0.002,-0.004,-0.0,-0.006,-0.39,-0.396,0.2,8
-0.11,SON,1962,-0.0291,0.0117,-0.007,-0.006,-0.0,-0.013,-0.39,-0.403,-0.1,9
-0.22,SON,1962,-0.0583,0.0233,-0.014,-0.011,-0.001,-0.026,-0.39,-0.416,-0.3,10
-0.31,SON,1962,-0.0821,0.0328,-0.02,-0.015,-0.001,-0.036,-0.39,-0.426,-0.4,11
-0.43,DJF,1962,-0.2531,0.1012,-0.061,-0.022,-0.018,-0.1,-0.39,-0.49,-0.9,12
-0.4,DJF,1963,-0.2354,0.0942,-0.057,-0.02,-0.017,-0.093,-0.36,-0.453,-0.8,1
-0.15,DJF,1963,-0.0883,0.0353,-0.021,-0.007,-0.006,-0.035,-0.36,-0.395,-0.3,2
0.15,MAM,1963,0.0486,-0.0194,0.012,0.007,0.001,0.02,-0.36,-0.34,0.7,3
0.27,MAM,1963,0.0874,-0.035,0.021,0.014,0.001,0.036,-0.36,-0.324,1.2,4
0.31,MAM,1963,0.1004,-0.0401,0.024,0.015,0.001,0.041,-0.36,-0.319,1.4,5
0.52,JJA,1963,0.0765,-0.0306,0.018,0.026,0.001,0.045,-0.36,-0.315,-1.6,6
0.86,JJA,1963,0.1266,-0.0506,0.03,0.043,0.002,0.075,-0.36,-0.285,-2.6,7
1.14,JJA,1963,0.1678,-0.0671,0.04,0.057,0.002,0.099,-0.36,-0.261,-3.4,8
1.22,SON,1963,0.3231,-0.1293,0.078,0.061,0.004,0.142,-0.36,-0.218,1.6,9
1.29,SON,1963,0.3417,-0.1367,0.082,0.065,0.004,0.151,-0.36,-0.209,1.7,10
1.37,SON,1963,0.3629,-0.1451,0.087,0.069,0.004,0.16,-0.36,-0.2,1.8,11
1.31,DJF,1963,0.7711,-0.3084,0.185,0.066,0.056,0.306,-0.36,-0.054,2.6,12
1.07,DJF,1964,0.6298,-0.2519,0.151,0.054,0.045,0.25,-0.33,-0.08,2.1,1
0.62,DJF,1964,0.3649,-0.146,0.088,0.031,0.026,0.145,-0.33,-0.185,1.2,2
0.12,MAM,1964,0.0388,-0.0155,0.009,0.006,0.0,0.016,-0.33,-0.314,0.5,3
-0.33,MAM,1964,-0.1068,0.0427,-0.026,-0.017,-0.001,-0.043,-0.33,-0.373,-1.5,4
-0.58,MAM,1964,-0.1878,0.0751,-0.045,-0.029,-0.002,-0.076,-0.33,-0.406,-2.6,5
-0.58,JJA,1964,-0.0853,0.0341,-0.02,-0.029,-0.001,-0.051,-0.33,-0.381,1.7,6
-0.6,JJA,1964,-0.0883,0.0353,-0.021,-0.03,-0.001,-0.052,-0.33,-0.382,1.8,7
-0.66,JJA,1964,-0.0971,0.0388,-0.023,-0.033,-0.001,-0.057,-0.33,-0.387,2.0,8
-0.76,SON,1964,-0.2013,0.0805,-0.048,-0.038,-0.002,-0.089,-0.33,-0.419,-1.0,9
-0.8,SON,1964,-0.2119,0.0848,-0.051,-0.04,-0.003,-0.093,-0.33,-0.423,-1.1,10
-0.82,SON,1964,-0.2172,0.0869,-0.052,-0.041,-0.003,-0.096,-0.33,-0.426,-1.1,11
-0.78,DJF,1964,-0.4591,0.1836,-0.11,-0.039,-0.033,-0.182,-0.33,-0.512,-1.5,12
-0.59,DJF,1965,-0.3473,0.1389,-0.083,-0.029,-0.025,-0.138,-0.3,-0.438,-1.2,1
-0.28,DJF,1965,-0.1648,0.0659,-0.04,-0.014,-0.012,-0.065,-0.3,-0.365,-0.6,2
-0.07,MAM,1965,-0.0227,0.0091,-0.005,-0.004,-0.0,-0.009,-0.3,-0.309,-0.3,3
0.18,MAM,1965,0.0583,-0.0233,0.014,0.009,0.001,0.024,-0.3,-0.276,0.8,4
0.46,MAM,1965,0.1489,-0.0596,0.036,0.023,0.002,0.061,-0.3,-0.239,2.0,5
0.83,JJA,1965,0.1221,-0.0489,0.029,0.042,0.001,0.072,-0.3,-0.228,-2.5,6
1.22,JJA,1965,0.1795,-0.0718,0.043,0.061,0.002,0.106,-0.3,-0.194,-3.7,7
1.54,JJA,1965,0.2266,-0.0906,0.054,0.077,0.003,0.134,-0.3,-0.166,-4.6,8
1.85,SON,1965,0.49,-0.196,0.118,0.093,0.006,0.216,-0.3,-0.084,2.5,9
1.98,SON,1965,0.5244,-0.2098,0.126,0.099,0.006,0.231,-0.3,-0.069,2.7,10
1.97,SON,1965,0.5218,-0.2087,0.125,0.099,0.006,0.23,-0.3,-0.07,2.7,11
1.72,DJF,1965,1.0124,-0.405,0.243,0.086,0.073,0.402,-0.3,0.102,3.4,12
1.37,DJF,1966,0.8064,-0.3226,0.194,0.069,0.058,0.32,-0.27,0.05,2.7,1
1.17,DJF,1966,0.6887,-0.2755,0.165,0.058,0.05,0.273,-0.27,0.003,2.3,2
0.98,MAM,1966,0.3173,-0.1269,0.076,0.049,0.004,0.129,-0.27,-0.141,4.3,3
0.66,MAM,1966,0.2137,-0.0855,0.051,0.033,0.003,0.087,-0.27,-0.183,2.9,4
0.35,MAM,1966,0.1133,-0.0453,0.027,0.017,0.001,0.046,-0.27,-0.224,1.5,5
0.24,JJA,1966,0.0353,-0.0141,0.008,0.012,0.0,0.021,-0.27,-0.249,-0.7,6
0.24,JJA,1966,0.0353,-0.0141,0.008,0.012,0.0,0.021,-0.27,-0.249,-0.7,7
0.12,JJA,1966,0.0177,-0.0071,0.004,0.006,0.0,0.01,-0.27,-0.26,-0.4,8
-0.05,SON,1966,-0.0132,0.0053,-0.003,-0.003,-0.0,-0.006,-0.27,-0.276,-0.1,9
-0.1,SON,1966,-0.0265,0.0106,-0.006,-0.005,-0.0,-0.012,-0.27,-0.282,-0.1,10
-0.18,SON,1966,-0.0477,0.0191,-0.011,-0.009,-0.001,-0.021,-0.27,-0.291,-0.2,11
-0.3,DJF,1966,-0.1766,0.0706,-0.042,-0.015,-0.013,-0.07,-0.27,-0.34,-0.6,12
-0.41,DJF,1967,-0.2413,0.0965,-0.058,-0.021,-0.017,-0.096,-0.24,-0.336,-0.8,1
-0.48,DJF,1967,-0.2825,0.113,-0.068,-0.024,-0.02,-0.112,-0.24,-0.352,-1.0,2
-0.53,MAM,1967,-0.1716,0.0686,-0.041,-0.027,-0.002,-0.07,-0.24,-0.31,-2.3,3
-0.45,MAM,1967,-0.1457,0.0583,-0.035,-0.023,-0.002,-0.059,-0.24,-0.299,-2.0,4
-0.24,MAM,1967,-0.0777,0.0311,-0.019,-0.012,-0.001,-0.032,-0.24,-0.272,-1.1,5
-0.0,JJA,1967,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.24,-0.24,0.0,6
0.05,JJA,1967,0.0074,-0.0029,0.002,0.003,0.0,0.004,-0.24,-0.236,-0.2,7
-0.16,JJA,1967,-0.0235,0.0094,-0.006,-0.008,-0.0,-0.014,-0.24,-0.254,0.5,8
-0.3,SON,1967,-0.0795,0.0318,-0.019,-0.015,-0.001,-0.035,-0.24,-0.275,-0.4,9
-0.38,SON,1967,-0.1007,0.0403,-0.024,-0.019,-0.001,-0.044,-0.24,-0.284,-0.5,10
-0.34,SON,1967,-0.0901,0.036,-0.022,-0.017,-0.001,-0.04,-0.24,-0.28,-0.5,11
-0.44,DJF,1967,-0.259,0.1036,-0.062,-0.022,-0.019,-0.103,-0.24,-0.343,-0.9,12
-0.64,DJF,1968,-0.3767,0.1507,-0.09,-0.032,-0.027,-0.15,-0.21,-0.36,-1.3,1
-0.74,DJF,1968,-0.4356,0.1742,-0.105,-0.037,-0.031,-0.173,-0.21,-0.383,-1.5,2
-0.62,MAM,1968,-0.2007,0.0803,-0.048,-0.031,-0.002,-0.082,-0.21,-0.292,-2.7,3
-0.44,MAM,1968,-0.1424,0.057,-0.034,-0.022,-0.002,-0.058,-0.21,-0.268,-1.9,4
-0.04,MAM,1968,-0.0129,0.0052,-0.003,-0.002,-0.0,-0.005,-0.21,-0.215,-0.2,5
0.28,JJA,1968,0.0412,-0.0165,0.01,0.014,0.0,0.024,-0.21,-0.186,-0.8,6
0.58,JJA,1968,0.0853,-0.0341,0.02,0.029,0.001,0.051,-0.21,-0.159,-1.7,7
0.53,JJA,1968,0.078,-0.0312,0.019,0.027,0.001,0.046,-0.21,-0.164,-1.6,8
0.45,SON,1968,0.1192,-0.0477,0.029,0.023,0.001,0.053,-0.21,-0.157,0.6,9
0.55,SON,1968,0.1457,-0.0583,0.035,0.028,0.002,0.064,-0.21,-0.146,0.7,10
0.73,SON,1968,0.1934,-0.0773,0.046,0.036,0.002,0.085,-0.21,-0.125,1.0,11
0.98,DJF,1968,0.5768,-0.2307,0.138,0.049,0.042,0.229,-0.21,0.019,1.9,12
1.13,DJF,1969,0.6651,-0.266,0.16,0.056,0.048,0.264,-0.18,0.084,2.2,1
1.09,DJF,1969,0.6416,-0.2566,0.154,0.055,0.046,0.255,-0.18,0.075,2.2,2
0.95,MAM,1969,0.3075,-0.123,0.074,0.048,0.004,0.125,-0.18,-0.055,4.2,3
0.77,MAM,1969,0.2493,-0.0997,0.06,0.039,0.003,0.101,-0.18,-0.079,3.4,4
0.61,MAM,1969,0.1975,-0.079,0.047,0.03,0.002,0.08,-0.18,-0.1,2.7,5
0.43,JJA,1969,0.0633,-0.0253,0.015,0.022,0.001,0.037,-0.18,-0.143,-1.3,6
0.36,JJA,1969,0.053,-0.0212,0.013,0.018,0.001,0.031,-0.18,-0.149,-1.1,7
0.51,JJA,1969,0.075,-0.03,0.018,0.026,0.001,0.044,-0.18,-0.136,-1.5,8
0.79,SON,1969,0.2092,-0.0837,0.05,0.04,0.003,0.092,-0.18,-0.088,1.1,9
0.86,SON,1969,0.2278,-0.0911,0.055,0.043,0.003,0.1,-0.18,-0.08,1.2,10
0.81,SON,1969,0.2145,-0.0858,0.051,0.041,0.003,0.095,-0.18,-0.085,1.1,11
0.63,DJF,1969,0.3708,-0.1483,0.089,0.032,0.027,0.147,-0.18,-0.033,1.3,12
0.51,DJF,1970,0.3002,-0.1201,0.072,0.026,0.022,0.119,-0.15,-0.031,1.0,1
0.34,DJF,1970,0.2001,-0.0801,0.048,0.017,0.014,0.079,-0.15,-0.071,0.7,2
0.29,MAM,1970,0.0939,-0.0376,0.023,0.014,0.001,0.038,-0.15,-0.112,1.3,3
0.19,MAM,1970,0.0615,-0.0246,0.015,0.01,0.001,0.025,-0.15,-0.125,0.8,4
0.04,MAM,1970,0.0129,-0.0052,0.003,0.002,0.0,0.005,-0.15,-0.145,0.2,5
-0.3,JJA,1970,-0.0441,0.0177,-0.011,-0.015,-0.001,-0.026,-0.15,-0.176,0.9,6
-0.63,JJA,1970,-0.0927,0.0371,-0.022,-0.032,-0.001,-0.055,-0.15,-0.205,1.9,7
